Company Name,Industry,Country,Description,Category
Manastu Space,Defense and Space Manufacturing,IN,"Manastu Space is a Space Safety and Logistics Company, using technology to save the Trillion $ Space industry from Debris Pollution in Space. We believe Space has the power to solve multiple problems on the earth and help 7B people directly or indirectly. Using internet satellites for 3.5B people who dont have access to the internet, monitoring crop production, disaster monitoring, food production estimation, insurance, border security etc. We, at Manastu Space, are on a mission to bring Space for all Mankind  By making space Safe, Sustainable and Accessible with our agile, efficient and affordable i.e sustainable technologies starting with satellite green propulsion and debris collision avoidance system.

The rapid increase in the number of satellites is also increasing the risk of satellite collision, leading to Debris pollution- making space a dangerous place for other satellites as well as astronauts. 

To prevent this, we are developing an agile, safe, efficient and affordable Green Propulsion System with a new fuel, engine and catalyst for the engine.",
Manufacton by ViZZ Technologies,Software Development,US,"Manufacton is SaaS platform for materials and inventory management, offsite production and onsite installation of building components. This offsite construction platform from ViZZ Technologies allows the industry to build better, faster, cheaper and greener.",
Punch,Financial Services,IN,"Punch is a next-gen broker bringing the next evolution in trading technology. It is the industry's first and only single-screen options trading platform. Built for intraday index options traders, Punch delivers never-before speed, ease and visibility to the trading experience.

With a 7-year history of building revolutionary products for traders, its legacy product Market Pulse is among the highest rated technical analysis apps on PlayStore with 2M downloads and 4.4 rating from 82K users",
marketfeed,,IN,"Breaking the walled gardens around Stock Market Trading for beginners. Building fintech products to help every Indian make money from the Stock Market. 

We are a highly passionate team with a proven track record in community building, media production, and product engineering.",
MARS INNO INDIA,,IN,"We as Young, Energetic, Equipped team of Engineered Entrepreneurs, Provide the right technology implemented innovative solutions to the budding problems in the society. We are working on a vision to create a farmer centric Eco system where we can see happy farmer & Healthy farming by transforming technology towards traditional ways which re energizes our ancient culture. 
We invented India's first ever completely automated multi functional natural manure maker(GROWHITHA). It eases the manure preparation in natural farming which can give access to readymade ness.

Apart from that, we are helping companies especially in technology part by providing them technical assistance in IoT, Real time monitoring, Augmented Reality & Virtual Reality, Embedded systems & sensors control and many more areas mainly focusing on agri based solutions where we take innovation as the approach.

Ping us ! We are one communication away from you to serve.",
Marsplay (Acquired),,IN,Marsplay helps people buy things they like as endorsed by people they love by making content shoppable through our social discovery & commerce platform.,
Matdun,Computers and Electronics Manufacturing,CA,"A company that is building new possibilities to usher a new future.

Driven by proprietary technology and powered by deep consumer insights it is bringing together human intelligence and superior tech knowhow to create new dimensions. A Deep-tech company that is all set to create new benchmarks in its domain.

With innovation as its core principle and it is building a curious culture based on collaboration and partnership, this is not just a company, it is a mindset.

Welcome to our world!",
SBA Edge Brasil,IT Services and IT Consulting,BR,"Agora, Matrix é SBA Edge, uma subsidiária da SBA Communications.
SBA Edge está trabalhando com nossos parceiros para definir um novo paradigma para infraestrutura de Edge Computing, incluindo requisitos de energia e rede. Nossos Data Centers são projetados de acordo com os mais altos padrões e oferecem infraestrutura de última geração para suportar cargas de recursos computacionais cada vez mais distribuídas. 
Para saber mais sobre nossas ofertas no Brasil, visite: https://sbaedge.com",
Matter,Motor Vehicle Manufacturing,IN,"Matter is an innovation-intensive start-up creating futuristic electric vehicles platforms and energy storage solutions. We are guided by our vision to be the most dynamic company driving India to a sustainable future. We take pride in leveraging our expertise to create tech-backed solutions to empower every individual with the option to choose superior alternatives. 

We follow a vertical integration model for all the core components in the platform, putting us in a position to be in complete control of the safety, security, performance, and reliability of the system. Delivering exceptional User Experience is at the core of all our initiatives.",
MavenHive,Software Development,IN,"MavenHive is a Bangalore based tech consulting firm specializing in end-to-end product development and training.

Over the last 7+ years, we have helped several startups and tech companies from across the world realize their product vision and achieve major milestones in their journey. 

We have built a team of talented people from diverse backgrounds who have come together to offer their experience and skills to deliver high quality solutions for our clients.

What our people say about us: http://www.mavenhive.in/#the-mavenhive-way-video
What our clients say about us: https://www.youtube.com/watch?v=uvlo4LO8P90
If you're interested in work opportunities with us: https://www.youtube.com/watch?v=PBdHucJeqpQ
Apply here: https://cutshort.io/company/mavenhive",
Mavoix Solutions Private Limited,,IN,"We are creating intelligent, innovative and inspiring solutions for healthcare.",
MaxMobility Pvt. Ltd.,"Technology, Information and Internet",IN,Helping businesses build an agile environment for workforce management and customer interaction,
mcsquared.ai,,US,"The ultimate goal of every business manager is to have an accurate pulse of current business conditions and make informed decisions based on accurate expectations of the future, to ensure profitable growth.",
Mean Metal Motors,Automotive,IN,Mean Metal Motors is a Bangalore-based EV start-up aiming to create premium EVs of the future. MMM knows and values the importance of creating a robust ecosystem in the growing EV market especially in the world's largest emerging automotive market and aims to provide this platform for its partners and beyond.,
medCampus,E-Learning Providers,IN,"We are a team of enthusiastic doctors and innovative engineers, with a quest to bring radical changes to modern online medical education.

Our strong determination to deliver effective and high-quality content in a comprehensive and user-friendly manner stems from the valuable efforts of our doctors who are working hard to bring content in shape as per the latest developments in the field of medicine. Our technical team is working towards bringing the best available analytical tools in the industry to support the cause

The current medical e-learning is strategically overburdening young doctors with loads of educational content without understanding the personalized needs of each learner.

We are determined to offer limited but learner specific content to yield successful outcomes in competitive medical exams. Our main focus is to offer interactive, gamified and personalized learning at an affordable price. Infusing technology (AI, NLP, Machine learning, Data analysis) into modern e-learning is our ultimate goal.",
Medica Synergie Pvt Ltd,,IN,1234,
MedTrail,Wellness and Fitness Services,IN,"We are a fast-growing technology company, based out of Delhi with our offices in 8 cities across India. Our vision is to equip doctors and hospital management with latest technology and transform clinics & hospitals into 'Smart Clinics' & 'Smart Hospitals' respectively. Our founding team consists of IIT and IIM graduates with extensive experience in building Internet companies. We believe that doctors are the driving force in healthcare and aim to build products that require minimum behavioral change on their part.",
Meeraq,E-Learning,IN,"Meeraq is the largest coaching company and the most impactful learning services provider in India.

As a full-stack Learning & Development partner, we are dedicated to helping businesses grow their people and, in turn, their companies. Our clients, including the likes of Tata, Schindler, Adani, Flipkart and a hundred other businesses, have experienced our transformative programs that build leaders who create tangible impact across the business.

Our learning programs cater to learning needs across all layers of the organization. All Meeraq Learning programs are offered virtually, powered by our platform, as well as in-person at the clients location. The #MeeraqWayofLearning with its impact focus, includes a program design keeping the business-goal at the center, world-class facilitation, coaching-for-learning, assessments, and a robust post-learning sustainability plan.

We come from a proud history of coaching leadership in the Indian Subcontinent, be it in the sphere of undertaking effective large-scale 1:1 coaching for corporate leaders or building the coaching ecosystem through quality coach training. With a network of 2000+ global coaches, tech infrastructure for smooth management of coaching at scale, and a program management team that understands and supports our clients at every step, we offer an impactful yet frictionless coaching experience.

Looking to the future of L&D, we are building an end-to-end integration with the HRMS and L&D enterprise stack to deliver an intelligent, fully automated, agile, and seamless L&D experience to companies & employees. We are committed to providing a cutting-edge solution that optimizes EX.

At Meeraq, our mission is to bring behavioural transformation at scale and help make managers and leaders Resilient, Agile, and Active learners. Join us and help every corporate employee find the Meeraq in them!

#leadershiptraining #L&D #learninganddevelopment #meeraq #MWOL #meeraqwayoflearning #leadershipcoaching",
Menerva Software,,US,"At Menerva Software (www.menervasoftware.com), we solve business problems using data as our main driver. 

However, data analysis and insights should be timely. In today's environment, we don't have the luxury to wait for business answers that take months to deliver. It is critical that answers are delivered in a much more timely manner than ever before.  

We strive to deliver answers via data insights that are timely, scalable and effective by starting with small iterations and building on top of it, and by using proven technologies to minimize time and deliver maximum value to businesses.",
MeraDoctor,Hospitals and Health Care,IN,"MeraDoctor is India's leading platform for health questions and answers. We connect tens of thousands of patients across India with doctors for chat-based advice through our Android app. The app is a top ranked medical app in India and growing quickly. 

We provide life saving advice to patients every day, giving patients a new way to quickly get information and answers that they desperately need.",
MGHworld,IT Services and IT Consulting,IN,"MGH is an innovative travel technology company that offers a collaborative platform for travel agents, hotels, corporates and retail customers that enables them to transact with each other. MGH is the only travel market place that encourages direct partnerships among the stakeholders with a variety of cutting-edge technology solutions. The company is focused on empowering all facets of travel and hospitality including -

- Property Owners (Hotels, Guesthouses, Service Apartments, Homestays, Cottages, B&B's ... ),
- Offline travel agents,
- Online travel agents,
- New Travel Entrepreneurs, and
- Travel Intermediaries.

Our unique set of offerings work in tandem to create a powerful eco-system bringing together consumers and suppliers of travel products under one platform. Our USP remains a comprehensive, easy to use set of products and at low or no cost! The end goal is to build a community of empowered players in the travel industry.",
Microchip Payments,Financial Services,IN,"Microchip Payments Microchip Payments was formed to remove technical barriers for accessing payments for Non-Tech Savvy people and regions with poor Internet Connectivity. The company built VoicePay, a payment app that could help people accomplish payments over a phone call network. The product was launched in 2018-19, Demonstrating Its payment capabilities even before the launch of UPI123Pay(Launched in 2023).
Offering :


#1  VoicePay(Last Mile Payments)
#2 IT & Business Consulting 
The company is Funded by Deshpande Startups, & is backed by JioGenNext, Qatar Fintech Hub, and Mumbai Fintech Hub

Core Innovations:
VoicePay- is our core product, it is a Voice bot+Text Bot Solution that Enables Payments & Services over Teleconsulting/Phone Calls/offline mode/ChatBots.



#1 Elevate Award by the Government of Karnataka
#2 GoM Grant Award by Government of Maharashtra and Mumbai Fintech Hub.
#3 Design for All, Tenet Award by Celo Foundation.",
Milaap,"Technology, Information and Internet",IN,"Milaap is India's largest Free crowdfunding platform for personal and social causes and has helped Indians raise over Rs.1,000 Cr for 2.5 lakh causes so far. It enables anyone across India to raise funds for healthcare, education, sports, disaster relief and other personal causes, with great ease. Founded in 2010 by a team of young and passionate entrepreneurs, Milaap has pioneered the development of person to person giving in India. Milaaps community of over 30 Lakh donors come from 130 countries across the world. Over the last 10 years Milaap is changing the way India gives, and takes pride in being the industry's leader in trust, support, and innovation in fundraising.",
Milkvilla Private Limited,,IN,"Milkvilla is a hyperlocal supply chain network with direct access to primary producers and consumers.

We are a decentralized network of farmers and consumers where primarily milk collection and delivery happen at the doorstep in non-packaged form. We have completely digitalized the whole milk supply chain and drastically reduced leakage and processing with the help of technology. We are based out of Muzaffarpur district in Bihar and expanding pan India soon.",
Minsh,"Technology, Information and Internet",CH,"We build custom white-label mobile apps to help community managers, bloggers, and organisations reach their audience in their pocket


For a community to thrive, tools are limited: post on Twitter, update a Facebook page, maybe create a WhatsApp group. The problem with today's social media is that any piece of information is immediately drowned in everybody else's contributions. Too much information leads to no information.

At Minsh, we are offering your community its very own custom mobile app, composed of 3 main features:
1) Shouts: a real-time messaging solution where members can discuss and upload pictures. It's your very own private Messenger.
2) Calendar: create new events and immdediately notify your whole community.
3) Member directory: get to know the other members of the community around you.

In a nutshell: 
* It's an efficient communication tool: the community members are notified whenever something new happens in the app.
* It's engaging: at any time, anywhere, members can share their thoughts, give feedback, ask questions, engage with each other.
* It stands out: thinking about it, having your very own app is kind of nifty, isn't it?",
Minus Zero,Software Development,IN,"Minus Zero is accelerating the world's transition to autonomous mobility, taking up an unconventional approach towards vision-only autonomy in the trickiest of traffic conditions, drawing inspiration from the human brain to develop the world's most human-like driving experience",
Monarch Info Tech Services Pvt Ltd,,IN,"Since its inception in 2000, MITS has journeyed a long way catering to niche technology segments of ECM, BPM, Contact Center Technologies and Analytics. We focus on digital transformation, modernization, solution optimization, automation besides hand holding customers across any/all phase/s of the development life cycle. Our strong technology and domain expertise across the spectrum of offerings is testified by several technology excellence awards that we bagged over the years. Enabled by our deep understanding of our customers needs, custom built frameworks and a host of proprietary accelerators we support customers across the value chain and free their bandwidth to excel in their central and fundamental activities.

Our domain expertise spans across, Banking, Financial Services, Insurance, Retail, Energy among others. MITS supports its customers across continents with presence in the U.S, Singapore, Malaysia, Australia, China and India.",
MLIT - Sol Pvt Ltd.,IT Services and IT Consulting,IN,"MLIT solutions is dedicated to provide cost  effective solutions and highly qualified consultants in building end-to- end architecture for big data and IoT applications, solving diversified and complex business problems using data driven approach. As more companies generate more and more data, it becomes crucial to keep a track of it and make sense of it to improve efficiency.
PoultryMon is a IoT Product which is a real time remote monitoring solution for Poultry hatcheries and farms for efficient management and control of the critical conditions through out the hatch cycle improving yield and quality . Making hatcheries and farms smarter through real time anomaly detection and predictive maintenance for increased efficiency and optimizing productivity.",
Mocero Health Solutions,Hospitals and Health Care,IN,"We are sensitive to the unique needs of people affected by diabetes in the community, and will be a life companion and aid them with tools to make the necessary lifestyle change to fight the disease. Mocero Health Solutions will address the whole person, the family and the community, not just the disease. It will encompass health, not just medicine and treatment.

Innovating today for a healthier tomorrow.

We are incubated at the IIT Madras's Healthcare Technology Innovation Center's(HTIC) Med Tech Incubator",
MoEVing,"Transportation, Logistics, Supply Chain and Storage",IN,"MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India. With an integrated approach to demand aggregation, supply optimization, connecting with charging infrastructure and financing, it aims to onboard 1 million EV by 2030, have 50% of Indias charging stations on its app, finance large proportion of EV fleet and facilitate financing of the same through other partners, and abate 5 Billion MT of carbon. 
Our differentiator is credible people with 50+ years of experience in managing electric fleet operations, cutting edge technology to drive operational efficiency and comfortable working in the B2B space.
Want to be part of creating a better work? Explore open positions at MoEVing here: https://moeving.freshteam.com/jobs",
Mojro,,IN,"At Mojro, we passionately strive to optimize the un-optimized using technology, thereby creating business opportunities and value to our stakeholders. Our technology platform focuses on transforming goods movement from, to and within mega-cities. We optimize various parameters & business processes to provide cost benefits for the shipper, while opening up new business avenues for the vehicle owners.

Mojro is our tribute to Mohenjo-Daro, one of the largest settlements of the ancient Indus Valley Civilization, and one of the world's earliest major urban settlements. Mohenjo-Daro was the most advanced city of its time, with remarkably sophisticated civil engineering and urban planning.  We consider it our privilege to be associated with a name that is treated as synonymous for meticulous planning, engineering marvel, aesthetic art and massive size. 

Our brand is an expression of our passion, our aggression, our engineering expertise, our insatiable desire to solve real life problems with innovative solutions.
Sounds exciting?  We are equally excited to hear from you. Reach us now",
MoMan.ai,Financial Services,IN,We are a Fintech start-up from BITS Pilani making a one stop solution for all your personal finance needs.,
MoMAGIC Technologies Pvt. Ltd.,"Technology, Information and Internet",IN,"MoMAGIC, founded in 2011 is a leading mobile marketing company with strategic investments by MediaTek and Foxconn. 

Our AI and Big data-driven technology have helped Brands and Business Partners, acquire Quality Users and drive Effective Revenue Growth. 

The Company has a unique 360° user-insight intelligent technology-driven DMP platform to understand and predict user behavior and its own SSP and DSP to give the target reach, thereby boosting business revenue and branding outreach for Brands.

MoMAGIC has been consistently innovating-developing AI/Big Data Technology solutions and has the widest deployment of applications on Mobile platform ecosystem. 

Also, with strategic tie-ups with multiple Mobile OEMs, and offline reach, MoMAGIC can help brands reach out to Top Metros and Tier 2 & 3 audience via its Platform, integrated with more than 150 Million users in India.
 
MoMAGIC specializes in DMP technology, which has helped us understand audience : be it avid shoppers, fashionistas, business professional and students. With time we have gained expertise in targeting these users. 
Out of the top 5 e-commerce companies in India, MoMAGIC has partnered with 4 of them and given high quality APK installs, meeting around 25% new registration and above 2% + conversion rate. 
 
MoMAGIC has been associated with many of the big brands & Agencies looking at a quality reach. MoMAGIC has been the choice for many a brands launching into India market.  

Corporate AV can be viewed at this link:
https://www.youtube.com/watch?v=C0okxkQqAbE",
Moodcafe,Wellness and Fitness Services,IN,"Moodcafe is a mental health based startup by students and alumni of IIM Ahmedabad and IIT Roorkee that aims to bring a new-age empathetic caring approach to mental health and well being by leveraging best practices and emerging research-driven trends of psychology, counselling, therapies, artificial intelligence and innovative reach out strategies 

Vision 
We envision a world where not being Okay is Okay and people connect with each other to heal hearts and mend souls by leveraging empathy, technology and human spirit! 

Mission 
Provide a quality one-stop solution ensuring mental wellbeing of all so that anyone who struggles with lifes challenges can get help, anytime, anywhere.",
Mool,Financial Services,IN,Mool has been established with a simple purpose  to advise the worlds largest cohort of new savers. We want to lead every Indian to a fuller life. #GoodwithMool,
Moovo.in,Truck Transportation,IN,"MOOVO is a technology based booking platform for mini-trucks. Being an online aggregator of mini-trucks, MOOVO is currently simplifying the logistics services in Delhi-NCR. 

Whether an individual wants to move household items or do local shifting, or businesses and SMEs moving inventories to and from their warehouses, or there is a logistic requirement for an ecommerce company, the website and app of MOOVO provides a single stop solution by connecting users to trusted mini-truck drivers. 

MOOVO provides the convenience of booking from mobile app, website and call center to users for their on-demand logistics requirements. Since, it has a large fleet of mini-trucks with exhaustive verification of drivers; it ensures reliable services to customers.",
Morphle Labs Inc.,Medical Devices,US,"Morphle powers pathology labs, cancer hospitals, and research institutes with AI-enabled robotic plug-and-play whole slide scanners that guarantee superior image quality, quick scanning, and cutting edge image analysis tools at competitive pricing.

Our robotic microscopes  features robust scanning - agnostic of pre-analytic variation, image analysis, tele-reporting, and digital archiving, improve efficiency and save time, effort, and resources at every stage of the workflow.

We are committed to ensuring that the benefits of the latest technology innovations improve the lives of patients, pathologists, researchers, and the medical community the world over.",
Motadata,,IN,"Motadata is an IT monitoring and management software that derives business insights by real-time processing, correlation and intelligent visualization of IT network and security information data. It can collect data from multiple sources, in any format, and analyze it for insights. It unifies traditionally separate IT monitoring data from network devices, server instances, virtual machines, cloud deployments, applications and web servers of NOC and log analytics from SOC in a single powerful platform. Motadata provides higher customer flexibility with plugin driven architecture and widgets driven visualization to meet any custom needs. Its single window dashboard enables both IT admins and CXOs to get insightful IT reports as per their business needs.  Powered by Mindarray Systems Pvt. Limited, Motadata has all that is needed to solve todays complex IT challenges.",
Mowbly (acquired by ASG Technologies),Software Development,IN,"Mowbly (acquired by ASG) helps leading enterprises connect their mobile work force and your enterprise system task flows with a unique and comprehensive cross platform mobile solution. You can check it out at http://www.mowbly.com

Advantages of Mowbly are, Rapid app deployment, Leverages existing IT skills, Enterprise connectivity, Flight mode ready, Task flow capabilities, Cross platform, Offline data support, Out of box device integration, Cloud model.",
goMoxie,Software Development,US,"Todays consumers are expected to navigate an increasingly complicated digital world. Pain points throughout the customer journey cause frustration and hesitation, ultimately leading to abandonment. goMoxie proactively guides users throughout the online journey, creating self-sufficient and self-assured customers, which leads to dramatically improved conversion rates, an increase in up-sells, and faster company growth. Create certainty, empower customers, and get results with goMoxie.",
Mr. Hot Foods Pvt. Ltd.,Food and Beverage Services,IN,"We prepare affordable Indian food and deliver it to customer according to his taste, diet and budget on demand and on subscription basis.

We are procuring inventory, cooking food in our central kitchen,and delivering it to people according to their diet, taste and budget which they can either subscribe and can place single instant orders. Customer can pay via cash or via our prepaid food wallet. Providing a healthy, delicious and affordable service from which people can daily order",
Medyug Technology Pvt Ltd,IT Services and IT Consulting,IN,"mTatva is a primary healthcare IT company building revolutionary technology products enabling quality healthcare for all. Our solutions focus on making primary healthcare accessible and affordable. While foundation of our solutions is based on empowering patients, we build on four strong pillars i.e. security, quality, ease of use and performance.",
mTrakr,,IN,"We are an early stage startup based out of New Delhi founded by IIM Bangalore and BITS Pilani alumni. We started Trakr with the vision of creating a product that changes the way people manage, save and grow their money. We are now looking for passionate developers to join us in revolutionizing personal finance for consumers.

Trakr is a free money manager app that helps users make wiser spending decisions. It helps users manage their paperwork, documents, financial accounts, bills, reminders all in ONE place. It works automatically without any manual data entry by:
 Analyzing the SMS sent by banks and billers
 Processing documents that you click/upload

The app is highly secure. It never reads any sensitive data like OTPs. Plus, your data is protected with passwords, encryption and industry level security measures.",
MultiLiving Technologies Pvt. Ltd.,,IN,MultiLiving is a tech-enabled platform that offers a complete array of solutions that help you maximize the worth of your Home and enhance the quality of your lifestyle,
munshiG,Information Technology and Services,IN,"munshiG (meaning, a secretary) envisions to be Personal financial manager for everyone, especially the underserved LMI (Low and Middle Income) section of India. To catalyze the transition of LMI section towards digital financial services we find KIRANA (unorganized retail grocery stores) as the ideal contact point. Kiranas, the arteries of Indian retail, provide a portal for direct reach to last mile financial services due to the implicit TRUST and the high frequency of transaction. The conversational assistant, which works in vernacular languages makes the migration to digital finance, smoother. Currently, munshiG is working to support daily Kirana transactions as the retailers personal assistant through an android application.

Eventually, munshiG will help improve your experience and making bookkeeping so convenient that munshiG will be everyones friend, an Amigo.

Get SUP munshiG - https://munshig.page.link/hi8E",
muvin,Financial Services,IN,"muvin aims to enable youth to get accustomed to banking from an early age. The muvin way of banking brings together different financial products through an intuitive, easy-to-use, friction-free, gamified and education-powered experience.",
mventus,Telecommunications,IN,"mVentus is led by highly qualified Management & Technical team with global experience in telecom and software areas. With core focus on Application Development and Maintenance, and Managed services, it always strives to provide the best industry solutions to its clients. Building upon the excellent success in providing development, deployment and managed services to Vodafone/Airtel/Telia-Sonera/Hutch/Ooredoo, mVentus has extended similar services to other operators in the world. Few of mventus unique strengths are
 
* Pan-India commercially launched Self Care mobility platform in 10+ countries.
* Patent Pending Call Deflection at IVR and invoking the mobile app remotely.
* Multi Language support
* Reliable systems - Zero down time in last 3 years",
Mvg Innovations,,IN,"Mvg Innovations: A Next-generation Digital, Consulting, and Technology company. We leverage the potential of AI, Big Data, Business Analytics, Cloud Solutions, IoT, etc to solve our clients' business problems. 

Also, we provide Digital Transformation, Digital Marketing, and Professional Training Services to enable firms to adapt to the rapidly changing world.

The company got recognized as a Startup by the DPIIT, Ministry of Commerce & Industry, Govt of India. It was awarded the Top Placer in Information Technology by GoGlobal Awards 2021 by International Trade Council. Also, it was awarded as one of the ""Top Global Business of the Year 2022 in the IT Consulting Category"" by Great Companies.",
MyAdvo.in,,IN,"MyAdvo's mission is to Make Legal Simple for everyone. MyAdvo aims to disentangle the complexities of legal machinery by creating an efficient and transparent system. With participation of legal professionals from all-over the country, MyAdvo wishes to create a consolidated platform which provides accessibility, sharing of knowledge and cost-effectiveness.

MyAdvo is a legal-tech company that connects clients to lawyers. With a lawyer network of over 7500 across 300+ cities and 5 countries, MyAdvo curates the data of best in the industry through rigorous background checks on each lawyer on-boarded. Dedicated case managers provide customer service via regular case updates. Visitors get access to well-curated legal content contributed by top lawyers, journalists, and law-enthusiasts. Following a structure of fixed-fee based price transparency, MyAdvo helps clients understand their legal situation and make better and more informed legal choices.

Checkout our blogs at https://www.myadvo.in/blog/ and Feel Free to Request a Callback at https://www.myadvo.in/advoconsult",
Myelin Foundry,Information Technology and Services,IN,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",
myHQ by ANAROCK,,IN,"Looking for the perfect workspace for your business? Your search ends with myHQ!

We are on a mission to help businesses find their next great workspace. Our endeavors to do better as industry leaders are now stronger than ever as we are powered by ANAROCK, Indias leading real estate services company. Weve established ourselves as Indias leading marketplace for flexible workspace solutions with a wide range of offerings. These include coworking spaces, fully managed offices, virtual office registration, and meeting rooms by the hour, catering to every business's unique needs.

Why Choose myHQ?
Whether you are a freelancer, an early-stage startup, or an enterprise, we make your workspace hunt hassle-free, with,
- Zero Brokerage 
- Complete transparency 
- Dedicated workspace expert 

That's why we're now a trusted workspace partner for 1,000+ brands like Aaj Tak, Jio Saavn, Airmeet, Aditya Birla Finance, and Flipkart across India. With 1500+ workspaces, including premium spaces like WeWork, COWRKS, BHIVE, and Indiqube, we offer a variety of options for you to choose from.

Don't let your workspace needs hold your business back - Book a FREE guided space tour today!

For content and insights on entrepreneurship, freelancing and digital marketing, check out our official blog: digest.myhq.in",
MYNEWCAR India,Retail Motor Vehicles,IN,"MYNEWCAR.in is India's first multi-brand online marketplace to buy, lease or subscribe new cars. Car buying is an emotional journey that should be accompanied by joy and happiness. Our mission is to simplify the car buying process to a joyful experience.

Kharidiye Easily! Bachaiye Simply!",
MyMobiForce,Internet Marketplace Platforms,IN,"MyMobiForce is an organized full-stack service marketplace where enterprises and OEMs digitally connect, monitor and empower gig workforce to complete their last mile technical services.",
MyRefers,"Technology, Information and Internet",IN,"Myrefers is  a unique referral based marketplace for jobs game changing hiring for some of the biggest tech and product companies in India.  Just like any other marketplace, at myrefers companies act as buyers looking at hiring people. Our referral network made up of individuals referring friends, hr consultants using their databases to refer profiles and freelancers using their connections to refer candidates form the seller network . We enable all this by social big data led algorithms which help curation at all levels, there by delivering only a highly ranked set of profiles to organisations. Using this unique people curation model, powered by social big data intelligence, we are already game change recruiting  and have 35+ clients are already using the platform .",
Myraa Technologies,Software Development,SG,"An AI & Blockchains Solutions Company that provides cutting edge solutions to Industrial Challenges. We cater solutions to businesses that envision to evolve out of Data Challenges towards reality. From Statistical analysis to Machine Learning and predictive modelling with Artificial Neural Networks, we design & develop custom Softwares. With Industrial Experience & High Professionalism, Myraa Technologies is a one stop shop to Industrious Architectural Designs to Seamless Scalable Applications.

7 Years of Excellence in +9 Countries, +11 Industries for AI & Blockchain Solutions. 
+500 Research Contributions across Industries such as Finance, Supply Chain, Maritime, Industrial Engineering, etc. 

We are committed to making Technology that helps enhanced Quality of Lives.   Thereby our Social Initiative at Usha Renal Care Foundation envisions to build an Open Source Community for Healthcare.",
myUpchar.com,,IN,"Full Stack Digital health clinic for Bharat.

Positively impacting 125M patients/month by enabling access to right information, consultation, & our medicines.",
Nanoheal,Software Development,US,"Nanoheal by HFN Inc., is a patented predictive and cognitive workplace automation software for technology support providers, Managed Service Providers, large OEMs, and SMB IT helpdesk providers. Nanoheals Software as a Service (SaaS) technology platform, using built-in intelligence, automates the resolution of technology support issues for all kinds of smart devices including Laptops, Desktops Mobile Devices and IoT devices, and reduces the volume of issues that require support from a helpdesk provider thus, enabling them to provide next generation support services powered by intelligent automation and real-time analytics.

We help companies connect with their businesses and consumers in a whole new way. Recognized be leading global analysts, we are blazing new trails in the space of automation every day while focusing on our mission to transform the way people live and work with technology. Headquartered in Utah, USA and with offices in Bangalore, we are a team of 50 in India and 80 in the US, and are pacing towards exponential growth.

Nanoheal was recognized by Parks Associates as the Future of automated tech support and predictive intelligent automation and named a Cool Vendor by Gartner.",
Nanonets,Software Development,US,"Nanonets enables self-service artificial intelligence by simplifying adoption. Easily build machine learning models with minimal training data or knowledge of machine learning. 

At Nanonets, we serve up the most accurate models. Always.",
NanoSniff Technologies Private Limited,Nanotechnology Research,IN,"An IIT Bombay based Product R&D start-up developing products around MEMS and Nanotechnology for Security & Surveillance, Hazard Detection, POC Medical Diagnosis and applied research areas. 

VISION & MISSION:
NanoSniff's focus is to develop products around MEMS and NEMS devices, including fabrication of Micro-Sensors, Micro-Actuators and Smart Electronics through Innovative Product Design.

HISTORY:
NanoSniff Technologies is a start-up incubated at SINE, IIT Bombay's Business Incubator,  and was founded by Prof. Ramgopal Rao and Prof. Soumyo Mukherji, in 2011. It was formed as a commercial spin-off from the Center of Excellence in Nanoelectronics (CEN) at IIT Bombay, and was formed to productize various technologies developed as a part of research work conducted at CEN.

VERTICALS:
To develop MEMS and Nanotechnology based products for applications in,
Security and Surveillance
Hazard Detection
Point of Care Medical Diagnosis
Education in Nanotechnology and MEMS Experimentation
Applied research areas.",
Native5,IT Services and IT Consulting,IN,"Native5 provides libraries and tool to build, integrate, deploy and manage mobile, tablet and desktop applications for iOS, Android and Windows using HTML, CSS and Javascript. 

Developers can leverage Native5's open source framework to tailor applications to suit form factors, device capabilities and operating systems. 

Native5 DevOps tools simplifies deployment, distribution and management of applications. Enterprises can monitor applications and data services and get real time analytics customized to their business requirements. 

Native5 is currently part of Microsoft Ventures Accelerator Batch 3 and was 2012 QPrize (Qualcomm Ventures) finalist.  

To learn more, please visit www.native5.com",
Natural Remedies Private Limited,Pharmaceutical Manufacturing,IN,"Natural Remedies is the leading herbal healthcare company in India. We manufacture and market top quality herbal veterinary and human healthcare products. Our healthcare products are GMP and Kosher certified.

In 25 years of its existence, Natural Remedies has successfully carved its own niche in the Indian market as the No.1 Herbal Veterinary Healthcare Company.

Striving to be the best version of ourselves is at the heart of our team vision and each milestone accomplished inspires us to broaden our horizons and aim higher each time.

New spring blooms

Our brand identity is an expression of 'Creating Happiness by Winning Together'. It brings alive our spirit of collaboration for a happier and better world. It brings together positivity, hope and the willingness to do more in order to create a harmonious balance between nature and science. This identity reflects our brand's innovativeness and warmth and its simplicity works to create a universal appeal.

The mission to 'Create Happiness' in all aspects inspires us to constantly improve our capabilities and solutions. Because for us, happiness for all is the ultimate destination for the success of our business and brand.",
